0	0.918711	-9.841152
1	0.947196	-9.870925
2	0.940257	-9.845691
3	0.906097	-9.853561
4	0.934756	-9.831766
5	0.982636	-9.839191
6	0.964354	-9.863331
7	0.926706	-9.907248
8	0.923142	-9.905765
9	0.847691	-9.954859
10	0.818227	-9.935163
11	0.802535	-9.874816
12	0.925928	-9.913739
13	0.981684	-9.865898
14	0.949006	-9.953069
15	0.897881	-9.891287
16	0.857423	-9.889896
17	0.806434	-9.947085
18	0.891261	-9.912920
19	0.658549	-9.976512
20	0.696052	-9.968839
21	0.647713	-10.059991
22	0.621264	-10.206369
23	0.700776	-10.075818
24	0.687835	-10.075878
25	0.689365	-10.095928
26	0.726291	-10.073483
27	0.672150	-9.983531
28	0.714165	-9.989246
29	0.660539	-10.087588
30	0.603852	-10.084759
31	0.669716	-10.020991
32	0.622429	-10.063483
33	0.654954	-10.058646
34	0.636056	-10.069806
35	0.681866	-10.029536
36	0.627630	-10.074200
37	0.723217	-9.965815
38	0.675021	-9.885526
39	0.739811	-9.923269
40	0.665896	-9.909277
41	0.652607	-9.955493
42	0.658177	-9.924953
43	0.702166	-9.952724
44	0.726436	-10.018197
45	0.681479	-9.973335
46	0.685828	-9.965701
47	0.738100	-9.981817
48	0.776462	-9.937234
49	0.776868	-9.971922
50	0.804316	-9.886194
51	0.797600	-9.858271
52	0.830231	-9.864537
53	0.959923	-9.894766
54	0.833120	-9.901811
55	0.858551	-9.862910
56	0.909962	-9.903812
57	1.002649	-9.877424
58	0.921765	-9.968412
59	-179.188858	0.940761
60	-177.542648	4.362479
61	-176.943237	4.835821
62	-175.983963	5.267788
63	-174.736923	6.008695
64	-173.000183	6.441978
65	-171.634201	7.034714
66	-170.920135	7.237308
67	-173.202988	5.486537
68	-174.564911	4.466177
69	-174.655640	4.599964
70	-174.846527	4.583146
71	-174.785248	4.857845
72	-174.616486	5.127860
73	-172.821716	6.863132
74	-172.754166	6.563796
75	-173.072998	6.436546
76	-174.624161	5.065343
77	-174.977905	4.939622
78	-175.787827	4.054312
79	-176.589844	2.906242
80	-176.879684	2.357191
81	-177.010162	2.051876
82	-176.302887	3.053418
83	-175.350891	4.320098
84	-175.233322	4.641564
85	-174.825272	5.007462
86	-174.840729	5.092693
87	-174.890915	5.080366
88	-174.924423	5.114240
89	-175.223282	4.815110
90	-175.476898	4.436208
91	-175.463989	4.405699
92	-175.554718	4.258335
93	-175.547714	4.305320
94	-175.423462	4.582846
95	-175.564514	4.514655
96	-175.508194	4.602520
97	-175.520294	4.651073
98	-175.378632	4.727777
99	-175.115768	5.036609
100	-175.122467	5.090152
101	-174.972763	5.350351
102	-174.914658	5.359768
103	-175.020401	5.286703
104	-174.993759	5.327411
105	-175.101807	5.198994
106	-175.320328	5.040040
107	-175.259888	5.183688
108	-175.229858	5.146347
109	-175.224350	5.070096
110	-174.913528	5.274931
111	-174.962616	5.263116
112	-174.897263	5.260716
113	-175.055145	5.094288
114	-174.943390	5.118289
115	-174.903290	5.126338
116	-174.784378	5.164855
117	-174.788834	5.465575
118	-174.872131	5.310949
119	-174.879898	5.382228
120	-175.048401	5.193128
121	-174.731293	5.505595
122	-174.848541	5.464887
123	-175.145782	5.079234
124	-175.140701	5.115835
125	-175.175797	5.029368
126	-175.319443	4.943928
127	-174.675446	5.650661
128	-175.086548	5.324078
129	-173.017288	6.888379
130	-172.903412	6.844123
131	-174.312454	5.867089
132	-173.152252	6.763654
133	-173.400742	6.640288
134	-173.412109	6.632544
135	-173.442902	6.685504
136	-173.326477	6.703433
137	-173.152313	6.763345
138	-173.420990	6.666613
139	-172.820114	6.952631
140	-172.717789	6.927649
141	-174.546936	5.690563
142	-172.834915	6.953281
143	-174.556076	5.645851
144	-174.646042	5.494773
145	-174.896103	5.279471
146	-174.938934	5.336000
147	-175.032837	5.257482
148	-175.069229	5.269416
149	-174.851562	5.364062
150	-174.996185	5.271035
151	-173.273376	6.568371
152	-173.322952	6.605459
153	-174.522522	5.832923
154	-173.122482	6.695803
155	-172.788483	6.833785
156	-174.338791	5.467834
157	-175.080399	4.611355
158	-175.036850	4.923666
159	-175.440659	4.505150
160	-175.428772	4.380289
161	-175.625702	4.030069
162	-175.686249	3.924663
163	-175.608307	3.947003
164	-175.738647	3.739633
165	-176.016663	3.683372
166	-176.165207	3.608419
167	-176.303314	3.664137
168	-175.688934	4.309084
169	-175.933838	4.190899
170	-176.000107	4.226357
171	-176.098572	4.241667
172	-175.733643	4.674414
173	-175.775070	4.639469
174	-175.525146	4.988368
175	-175.324585	5.269984
176	-173.341232	6.821546
177	-173.287109	6.891632
178	-173.199829	6.846281
179	-173.388184	6.813346
180	-174.144760	6.436423
181	-173.950943	6.579269
182	-173.909241	6.575904
183	-174.204178	6.452673
184	-174.004364	6.577291
185	-174.056747	6.545202
186	-174.119461	6.511974
187	-174.182098	6.591998
188	-174.209381	6.605856
189	-174.400848	6.595934
190	-174.349182	6.624241
191	-174.281662	6.650581
192	-174.434937	6.599823
193	-174.412109	6.683249
194	-174.423676	6.715073
195	-174.306076	6.742104
196	-174.588821	6.840208
197	-174.391373	6.905784
198	-174.539505	7.176986
199	-174.731628	7.012912
200	-175.004333	7.132997
201	-175.012939	7.042103
202	-175.021027	7.130887
203	-175.990906	6.167782
204	-174.642532	7.442736
205	-174.435959	7.363029
206	-174.390533	7.268645
207	-174.202499	7.240648
208	-174.037430	7.316816
209	-174.334091	7.171905
210	-174.139603	7.136388
211	-174.592987	7.082085
212	-174.276321	7.280243
213	-174.548767	7.194506
214	-174.329788	7.157389
215	-174.388458	7.206395
216	-174.524460	6.971053
217	-174.858414	7.041865
218	179.289825	-2.494642
219	0.224091	-11.855463
220	0.351147	-10.907367
221	0.389719	-10.984026
222	0.506852	-10.695619
223	0.522064	-10.624614
224	0.443417	-10.926918
225	0.453622	-10.913528
226	0.557458	-10.556024
227	0.575331	-10.549019
228	0.423314	-10.660880
229	0.525904	-10.501079
230	0.553529	-10.574284
231	0.564425	-10.547716
232	0.654654	-10.404885
233	0.703741	-10.372429
234	0.670501	-10.300903
235	0.625018	-10.541434
236	0.526268	-10.674459
237	0.600257	-10.521174
238	0.627120	-10.500738
239	0.636624	-10.398790
240	0.658301	-10.383576
241	0.452142	-10.611002
242	0.504515	-10.811377
243	0.494532	-10.712854
244	0.462657	-10.600859
245	0.465901	-10.556905
246	0.527564	-10.701777
247	0.680020	-10.591786
248	0.603517	-10.512035
249	0.468739	-10.588914
250	0.695193	-10.407936
251	0.600594	-10.495249
252	0.801441	-10.271504
253	0.757087	-10.253719
254	0.694711	-10.330339
255	0.717469	-10.379474
256	0.731827	-10.291235
257	0.673946	-10.452435
258	0.804063	-10.353672
259	0.713260	-10.427382
260	0.776307	-10.433829
261	0.700442	-10.362368
262	0.663836	-10.484204
263	0.823861	-10.239085
264	0.779567	-10.152782
265	0.861190	-10.243161
266	0.873553	-10.286393
267	0.789830	-10.176773
268	0.776598	-10.239579
269	0.717211	-10.367562
270	0.835920	-10.076417
271	0.749783	-10.297990
272	0.890262	-10.056264
273	0.834527	-10.172874
274	0.832479	-10.115907
275	1.060486	-10.112353
276	1.002290	-10.084982
277	1.150376	-9.983228
278	1.138003	-10.007832
279	1.126742	-9.979032
280	1.100559	-10.011323
281	1.105095	-10.034812
282	1.211970	-9.959119
283	1.229314	-9.985272
284	1.182282	-10.029942
285	1.148230	-9.989531
286	1.105354	-9.968983
287	1.165930	-9.984530
288	1.249376	-9.955159
289	1.035580	-10.104164
290	1.014482	-10.023400
291	0.985064	-10.016263
292	1.021743	-10.077621
293	1.012205	-10.074172
294	0.966648	-10.080041
295	1.026851	-10.019367
296	0.944279	-10.056054
297	1.030090	-10.032185
298	1.063030	-10.018704
299	1.059052	-10.145205
300	1.025816	-10.074740
301	1.076920	-10.135159
302	0.971256	-10.144899
303	0.910429	-10.116305
304	0.865262	-10.187716
305	0.776203	-10.220238
306	0.865791	-10.176363
307	0.891305	-10.108377
308	1.016232	-10.032064
309	1.013103	-10.082357
310	1.016202	-10.064988
311	1.019592	-10.039118
312	0.936380	-10.103155
313	0.921670	-10.158010
314	0.691096	-10.231125
315	0.809299	-10.184264
316	0.912235	-10.183926
