43	37	38	43	45	45	46	48	53	48	48	50	50	53	51	53	53	54	56	54	54	56	56	54	54	54	56	56	54	56	54	53	54	54	54	54	58	58	58	58	58	58	58	58	58	61	61	63	64	64	64	67	67	67	66	66	61	61	63	64	66	66	67	69	67	67	69	71	69	69	71	74	71	71	71	71	71	72	71	71	71	69	71	69	71	69	69	69	67	67	67	67	67	64	63	63	64	64	66	66	64	64	61	63	63	63	63	59	54	58	61	61	61	59	63	61	59	59	61	59	56	54	56	56	56	54	53	53	50	50	50	50	48	48	46	46	45	45	43	41	41	41	40	41	41	40	38	45	41	45	45	46	46	46	45	45	46	45	45	45	
45	45	41	43	43	43	46	46	48	48	46	50	48	51	51	53	53	54	53	56	56	56	56	56	54	54	56	56	54	54	54	54	51	56	53	54	59	56	58	58	59	58	58	58	58	63	63	63	63	63	64	66	67	66	66	67	66	66	66	66	66	67	67	69	66	67	71	71	69	69	71	71	71	71	71	71	72	72	74	71	71	69	69	71	69	71	71	69	69	67	67	66	67	66	64	61	59	64	64	66	64	63	63	63	64	64	64	63	61	61	61	61	63	61	63	61	61	61	61	58	56	56	56	56	54	53	53	53	53	51	50	50	48	46	45	43	46	45	41	33	37	38	33	41	41	43	43	45	43	45	45	45	45	46	45	46	46	46	45	46	
45	45	45	45	45	45	45	43	46	51	46	50	50	48	50	53	54	53	54	56	54	56	58	56	56	56	58	56	56	56	56	53	53	54	53	54	56	56	58	59	59	58	56	59	59	63	63	63	63	63	64	66	67	67	67	66	66	64	64	61	64	66	66	69	69	69	71	71	69	69	69	69	71	71	69	69	72	72	72	71	71	71	71	71	71	69	71	71	67	67	67	67	67	66	66	64	64	64	64	66	64	64	63	64	63	64	64	63	63	63	61	61	63	63	63	61	61	61	61	59	58	56	56	54	51	48	51	54	54	51	50	50	48	46	46	45	45	43	41	43	41	41	38	41	40	43	43	45	41	43	43	46	46	46	41	45	46	45	45	46	
45	45	45	46	46	46	46	43	45	48	50	50	50	51	51	54	54	54	56	56	56	58	58	58	58	58	58	56	54	56	56	54	53	54	54	54	56	56	58	58	59	59	58	59	61	61	59	61	63	64	66	66	67	67	63	66	64	63	64	66	66	66	67	69	69	69	71	71	69	67	67	69	71	69	71	71	72	72	71	71	71	71	71	71	71	71	69	71	67	67	67	67	67	67	67	64	64	64	66	64	66	64	63	63	61	64	64	63	61	63	63	61	61	63	63	61	61	61	59	56	58	54	56	56	56	54	53	54	53	51	51	51	48	46	46	46	45	46	45	43	43	43	43	43	41	43	41	43	43	41	45	46	46	48	45	46	46	45	46	46	
45	45	46	45	48	48	50	48	48	46	48	50	51	51	53	54	54	54	56	56	56	56	59	59	59	59	59	58	58	58	56	54	51	54	54	56	56	56	56	59	59	58	58	59	61	61	63	63	64	66	66	66	67	66	67	67	66	64	64	66	66	67	67	69	69	69	69	71	67	71	69	71	69	69	71	72	72	72	72	71	71	72	72	69	71	72	71	71	69	67	67	67	67	67	66	66	66	64	64	66	64	66	64	64	66	66	64	63	59	63	63	61	63	61	63	61	61	63	61	56	58	56	56	56	54	53	54	53	53	53	51	50	48	48	45	46	46	46	45	43	43	40	41	45	43	45	46	45	40	45	46	48	46	46	46	46	50	50	48	48	
46	46	46	45	45	46	48	46	46	46	48	50	51	50	46	54	53	53	56	56	58	58	58	56	58	59	59	59	59	58	56	56	54	51	56	56	54	58	56	59	59	56	58	59	61	63	61	63	63	66	66	66	67	66	66	66	64	66	66	66	64	64	66	67	67	67	69	69	71	69	67	66	69	69	72	72	71	71	71	71	71	69	71	71	71	69	67	71	69	67	67	66	64	64	64	64	64	66	63	63	63	66	66	64	64	66	66	63	61	61	63	63	63	61	61	61	59	61	61	56	56	56	56	56	54	53	53	51	53	51	51	46	48	46	46	46	45	45	43	43	41	41	40	41	45	46	45	46	40	43	45	45	48	46	45	46	48	48	48	50	
41	43	43	45	45	48	46	45	45	46	48	50	50	51	50	53	53	54	56	56	58	58	58	56	56	58	58	58	59	59	58	56	56	54	56	54	56	58	56	58	59	59	58	59	61	63	61	63	64	64	64	66	67	67	66	66	64	63	64	66	66	66	67	67	67	67	67	67	69	69	71	69	69	71	72	72	72	72	71	71	71	69	69	71	67	69	71	71	69	67	67	66	66	66	66	66	64	64	59	64	66	66	66	64	66	66	66	64	63	59	61	63	63	61	61	61	61	61	63	59	58	56	56	56	56	53	54	51	51	53	51	50	48	46	46	48	46	46	43	43	41	40	41	43	45	45	45	45	43	45	46	48	48	46	45	45	48	45	48	48	
45	45	45	46	48	48	46	46	48	48	50	51	51	53	54	56	56	56	58	58	56	59	59	58	58	58	59	59	61	59	58	58	58	58	56	56	58	58	58	59	59	59	59	61	61	63	63	63	64	64	66	67	69	69	67	66	66	66	66	66	67	66	66	67	67	69	69	69	71	69	71	71	69	71	71	72	72	72	72	71	71	72	69	71	69	71	71	69	67	67	67	66	67	66	64	64	64	66	64	66	66	64	64	64	66	64	66	66	61	61	61	63	61	63	63	61	59	61	63	61	59	58	58	56	56	54	53	53	54	53	51	51	50	45	48	48	46	46	46	45	43	41	43	45	45	48	45	46	46	46	50	48	50	48	46	46	48	48	48	48	
46	46	48	46	46	50	48	48	48	50	51	51	53	54	54	56	56	58	54	58	58	59	59	59	59	59	61	61	63	59	58	58	58	58	56	56	58	58	59	59	61	61	59	61	59	63	63	63	64	64	66	66	67	67	67	67	66	66	67	67	66	67	67	67	67	69	69	69	71	67	72	71	71	69	71	71	71	72	72	71	71	71	71	71	71	71	69	67	67	67	67	66	66	66	64	64	66	66	64	66	66	66	66	66	66	66	66	64	63	63	63	63	63	64	63	63	63	63	63	61	59	58	58	56	56	54	54	53	53	53	53	50	50	48	48	48	48	48	46	45	45	45	45	43	45	48	46	46	46	48	48	48	50	50	48	48	48	48	48	50	
48	48	50	50	50	51	50	50	50	50	51	51	54	56	56	58	58	58	59	59	58	61	61	61	59	59	61	59	61	59	59	58	58	58	58	58	58	59	59	59	61	63	63	63	61	63	63	64	67	66	66	66	67	67	67	67	67	67	67	67	67	67	66	67	67	69	71	71	69	69	71	72	71	71	71	71	71	71	71	69	71	71	71	69	69	69	69	69	67	67	67	67	66	66	66	66	64	64	66	66	64	66	66	66	66	66	66	66	64	63	63	63	64	63	63	61	63	63	63	61	59	58	58	58	56	56	56	54	54	56	53	50	50	48	48	46	48	48	46	46	46	43	46	45	45	46	48	48	48	48	48	50	50	51	48	50	50	50	50	50	
50	50	50	50	50	50	50	50	50	50	51	51	54	54	56	56	58	58	58	61	59	61	61	59	59	61	61	61	61	59	59	56	58	56	56	56	58	59	59	59	61	59	61	61	63	63	64	63	63	64	66	67	67	67	67	67	67	67	67	66	67	67	67	67	67	69	69	71	71	69	71	71	71	71	71	71	71	71	71	69	71	71	71	71	69	69	67	67	67	67	67	67	66	66	66	66	66	66	66	66	64	66	66	66	64	64	66	66	64	63	64	64	64	63	61	61	63	63	63	61	56	56	56	56	56	54	56	56	56	56	53	51	50	48	48	48	48	48	48	46	45	45	46	46	46	46	45	48	48	48	48	50	51	51	50	46	50	50	48	50	
