63	63	63	64	64	64	64	64	66	66	66	66	66	67	67	67	67	67	66	64	67	67	67	69	71	69	69	67	69	72	72	72	72	72	72	76	74	72	72	74	76	76	76	77	79	79	79	79	79	79	77	79	80	80	79	82	82	84	84	84	85	84	84	84	85	85	85	84	85	85	85	87	85	85	85	85	87	87	85	87	87	89	89	87	87	85	85	85	85	85	85	84	85	85	85	85	84	84	85	85	84	84	84	84	82	82	80	80	80	80	80	79	79	77	77	76	76	76	74	72	72	72	72	71	71	71	69	67	69	69	67	66	66	66	66	64	64	61	59	61	59	61	63	61	63	61	63	63	64	66	66	66	67	69	69	67	67	67	69	71	
64	63	61	63	64	64	64	64	64	66	66	66	67	67	67	67	66	66	66	64	66	67	69	71	69	71	71	69	69	71	72	72	71	72	74	76	74	74	74	74	76	74	76	77	79	77	79	79	79	79	79	80	79	79	82	82	82	82	84	84	85	85	84	85	85	87	85	85	84	85	85	87	85	85	87	85	85	85	87	87	89	89	87	87	87	87	85	87	87	85	85	82	87	85	85	85	82	84	84	85	84	84	84	84	82	80	80	79	79	79	80	76	79	77	77	76	71	74	74	72	72	72	71	71	71	71	69	67	69	69	66	64	64	66	64	64	63	63	61	61	61	61	61	61	61	63	61	64	66	66	66	66	67	69	69	67	67	66	71	67	
64	63	63	64	67	64	64	64	66	66	64	63	67	67	66	67	66	64	66	66	69	66	67	69	71	71	69	69	69	71	71	71	71	74	72	74	74	74	74	77	76	74	77	77	79	79	79	79	79	79	79	82	82	79	80	82	82	82	84	84	85	84	84	87	87	87	87	85	84	85	84	87	85	82	85	87	87	85	85	87	89	89	89	89	87	87	87	87	85	87	87	87	87	87	87	85	84	85	85	84	82	84	84	84	82	82	80	77	79	79	80	80	80	79	77	77	76	76	74	72	72	72	71	72	72	71	69	66	69	69	69	66	64	64	64	63	63	63	63	61	59	61	63	63	64	64	63	66	64	64	64	64	67	69	69	67	66	72	67	67	
64	64	61	64	66	64	64	63	64	66	66	66	67	67	66	67	67	66	67	67	69	67	69	69	69	69	69	69	67	69	71	72	72	72	74	74	74	74	74	77	77	77	77	79	79	79	79	79	80	79	80	80	80	80	79	82	82	82	84	85	85	84	84	87	87	87	87	85	85	85	85	87	85	84	85	87	85	85	85	87	89	89	90	89	87	87	87	87	87	85	87	87	85	84	84	85	84	84	85	84	82	84	84	84	82	84	82	79	80	80	80	80	80	77	77	77	76	74	74	74	72	74	72	72	71	71	69	69	69	69	67	66	66	64	64	61	64	63	63	63	61	64	63	64	64	64	63	64	64	64	66	64	67	69	71	67	69	71	67	69	
63	64	64	64	64	64	66	64	66	66	67	67	67	67	67	67	69	67	66	67	69	67	71	69	69	71	71	69	69	67	72	74	74	72	74	74	74	76	76	76	77	77	79	79	79	79	79	80	80	80	80	80	82	82	80	82	82	82	84	82	85	85	84	85	85	87	85	85	85	87	87	87	87	87	87	85	87	87	87	87	89	90	90	89	87	85	87	87	87	87	87	85	87	85	85	85	84	84	85	85	84	84	84	84	82	84	82	80	82	80	80	82	80	79	77	77	76	76	74	72	74	74	74	74	72	71	69	69	69	69	67	67	66	66	66	64	64	64	63	63	63	63	64	64	64	64	63	66	64	66	64	66	67	69	71	67	69	69	69	69	
64	64	64	64	64	64	63	66	64	64	66	66	67	69	67	69	69	67	67	67	69	67	71	69	76	69	71	71	71	72	72	74	74	74	74	74	74	74	76	77	77	79	77	79	79	79	80	80	82	82	80	82	82	80	80	82	82	82	84	84	85	84	84	85	85	87	85	85	87	85	85	85	84	84	85	82	85	84	85	85	85	89	89	89	89	87	87	87	87	87	87	87	85	84	84	85	85	85	85	85	84	84	84	84	82	84	82	80	80	82	80	82	79	77	77	76	77	76	74	74	74	74	74	74	72	72	69	69	69	69	66	67	67	66	64	66	66	64	64	63	63	64	66	64	66	66	66	66	66	64	64	64	67	71	71	71	69	69	71	71	
66	66	63	64	66	64	64	66	66	66	66	66	67	67	69	69	71	69	69	69	71	67	71	69	72	71	71	69	72	74	72	74	74	74	74	74	72	74	77	77	79	79	77	79	79	79	80	80	79	80	82	82	82	82	80	82	80	82	85	85	85	84	84	85	85	85	85	87	87	85	85	87	85	85	85	84	85	85	87	87	89	89	89	87	87	87	87	87	87	87	87	85	85	85	85	85	85	85	85	84	82	84	84	84	82	84	84	80	82	82	80	82	79	77	76	74	77	76	74	74	74	74	74	72	74	72	71	72	71	71	69	67	67	66	64	66	66	64	66	64	64	66	66	67	67	67	64	66	66	64	67	67	67	71	71	71	71	71	69	69	
66	67	64	64	66	66	66	66	66	66	66	67	67	67	69	69	71	71	69	69	71	71	71	71	72	72	71	67	72	74	74	74	72	74	74	74	74	76	79	77	79	79	79	79	79	79	79	80	80	82	82	82	80	80	80	82	82	84	84	84	85	85	84	85	85	85	87	87	87	87	85	85	87	85	85	82	85	85	87	87	89	89	89	87	89	87	87	87	85	84	87	87	87	87	85	85	84	85	85	85	84	84	84	84	82	82	84	84	82	82	80	82	82	79	77	77	76	76	76	74	74	74	74	74	72	72	72	76	74	71	69	69	67	67	64	66	66	66	66	66	66	66	64	67	66	66	67	66	66	66	66	67	67	71	71	71	71	71	71	71	
66	66	64	64	64	66	67	66	66	66	66	67	69	69	69	69	71	71	69	67	69	71	69	71	72	71	72	72	76	74	74	76	74	74	74	74	74	77	80	79	79	77	79	79	77	80	80	82	82	82	82	82	82	82	80	82	82	82	84	84	85	85	84	84	84	87	87	87	87	87	87	87	87	84	85	85	85	85	87	89	87	89	89	89	89	89	89	89	87	87	89	89	87	87	85	85	85	85	85	85	85	82	84	84	82	84	84	84	82	82	82	84	82	79	77	76	76	76	76	74	74	74	74	76	74	72	74	72	72	71	71	69	69	67	66	66	66	66	66	66	66	66	64	66	66	66	67	66	66	66	66	69	69	71	71	71	71	71	71	72	
66	66	63	63	66	67	67	67	66	66	64	67	69	69	69	69	71	71	71	71	69	67	71	69	72	72	72	72	74	74	74	76	74	74	74	74	74	76	77	79	79	79	79	79	79	80	80	80	82	82	77	80	82	80	82	82	80	82	84	84	85	85	84	85	84	87	87	85	85	87	87	87	87	85	87	84	85	85	87	89	89	89	89	89	89	89	89	89	89	89	89	87	85	85	85	85	84	85	85	85	84	84	84	84	82	84	84	84	84	84	82	82	80	79	79	77	77	76	76	74	74	74	74	74	74	74	71	72	72	71	71	69	69	67	66	66	66	66	66	66	66	66	66	67	67	67	67	66	66	67	67	69	69	71	71	71	72	71	72	76	
